NOT_ID,POLL_TYPE,POLLUTANT
3766,Atmospheric Pollutants and Effects,Chemical Odour
4044,Atmospheric Pollutants and Effects,Chemical Odour
4375,Atmospheric Pollutants and Effects,Chemical Odour
4398,Atmospheric Pollutants and Effects,Chemical Odour
4469,Atmospheric Pollutants and Effects,Chemical Odour
4923,Atmospheric Pollutants and Effects,Chemical Odour
4943,Atmospheric Pollutants and Effects,Chemical Odour
4946,Atmospheric Pollutants and Effects,Chemical Odour
4947,Atmospheric Pollutants and Effects,Chemical Odour
4949,Atmospheric Pollutants and Effects,Chemical Odour
4957,Atmospheric Pollutants and Effects,Chemical Odour
4960,Atmospheric Pollutants and Effects,Chemical Odour
4962,Atmospheric Pollutants and Effects,Chemical Odour
4963,Atmospheric Pollutants and Effects,Chemical Odour
5042,Atmospheric Pollutants and Effects,Chemical Odour
5052,Atmospheric Pollutants and Effects,Chemical Odour
5057,Atmospheric Pollutants and Effects,Chemical Odour
5061,Atmospheric Pollutants and Effects,Chemical Odour
5069,Atmospheric Pollutants and Effects,Chemical Odour
5111,Atmospheric Pollutants and Effects,Chemical Odour
5130,Atmospheric Pollutants and Effects,Chemical Odour
5208,Atmospheric Pollutants and Effects,Chemical Odour
8196,Atmospheric Pollutants and Effects,Sulphide Odour
7628,Oils and Fuel,Unidentified Oil
8118,Oils and Fuel,Diesel
6611,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
6501,Pollutant Not Identified,Not Identified
7348,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
11064,Oils and Fuel,Unidentified Oil
4348,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
11407,Atmospheric Pollutants and Effects,Landfill Odour
11731,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
11730,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
11732,Contaminated Water,Suspended Solids
12000,Specific Waste Materials,Batteries
14829,Specific Waste Materials,Other Specific Waste Material
15156,Atmospheric Pollutants and Effects,Landfill Odour
15273,Sewage Materials,Storm Sewage
14664,Oils and Fuel,Diesel
15200,General Biodegradable Materials and Wastes,Other Animal Matter
14710,Oils and Fuel,Gas and Fuel Oils
14415,Sewage Materials,Storm Sewage
9406,Oils and Fuel,Unidentified Oil
13417,Sewage Materials,Crude Sewage
3318,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
1488883,Oils and Fuel,Diesel
3329,Atmospheric Pollutants and Effects,Chemical Odour
3347,Atmospheric Pollutants and Effects,Chemical Odour
2824,Pollutant Not Identified,Not Identified
3336,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
3487,Atmospheric Pollutants and Effects,Chemical Odour
3606,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2906,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
3531,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
3809,Atmospheric Pollutants and Effects,Chemical Odour
8116,Organic Chemicals/Products,Surfactants and Detergents
8319,Oils and Fuel,Gas and Fuel Oils
4702,Pollutant Not Identified,Not Identified
8656,Pollutant Not Identified,Not Identified
7994,Contaminated Water,Firefighting Run-Off
7994,Inorganic Chemicals/Products,Acids
7994,Inorganic Chemicals/Products,Ammonia Solutions
7994,Inorganic Chemicals/Products,Cyanides
7994,Inorganic Chemicals/Products,Heavy Metals
8443,Oils and Fuel,Diesel
8755,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
8778,Atmospheric Pollutants and Effects,Effects on Humans
8778,Sewage Materials,Sludge
8046,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
11857,Sewage Materials,Crude Sewage
5090,Agricultural Materials and Wastes,Carcasses
7436,Sewage Materials,Crude Sewage
7106,Sewage Materials,Crude Sewage
12143,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
12143,Specific Waste Materials,Asbestos
12145,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
12145,Specific Waste Materials,Asbestos
6888,Sewage Materials,Crude Sewage
14581,Pollutant Not Identified,Not Identified
14573,General Biodegradable Materials and Wastes,Algae
11415,Contaminated Water,Other Contaminated Water
12295,Contaminated Water,Backwash Effluent
15883,Specific Waste Materials,Asbestos
13687,Inorganic Chemicals/Products,Acids
3902,Atmospheric Pollutants and Effects,Chemical Odour
3924,Atmospheric Pollutants and Effects,Chemical Odour
3974,Atmospheric Pollutants and Effects,Chemical Odour
3715,Other Pollutant,Other
3996,Atmospheric Pollutants and Effects,Chemical Odour
3910,Agricultural Materials and Wastes,Slurry and Dilute Slurry
4009,Atmospheric Pollutants and Effects,Chemical Odour
3040,Atmospheric Pollutants and Effects,Smoke
4049,Atmospheric Pollutants and Effects,Chemical Odour
4058,Atmospheric Pollutants and Effects,Chemical Odour
4059,Atmospheric Pollutants and Effects,Chemical Odour
4053,Atmospheric Pollutants and Effects,Chemical Odour
4085,Atmospheric Pollutants and Effects,Chemical Odour
4104,Atmospheric Pollutants and Effects,Chemical Odour
4025,Atmospheric Pollutants and Effects,Chemical Odour
4128,Atmospheric Pollutants and Effects,Chemical Odour
4171,Atmospheric Pollutants and Effects,Chemical Odour
4197,Atmospheric Pollutants and Effects,Chemical Odour
4225,Atmospheric Pollutants and Effects,Chemical Odour
4257,Atmospheric Pollutants and Effects,Chemical Odour
7848,Sewage Materials,Crude Sewage
7823,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
8933,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
3544,Oils and Fuel,Gas and Fuel Oils
8780,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
8980,Oils and Fuel,Diesel
7038,Organic Chemicals/Products,Other Organic Chemical or Product
9026,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
9026,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
8479,Specific Waste Materials,Metal Wastes
8691,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
4791,Other Pollutant,Other
9407,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
8753,Other Pollutant,Other
12149,Atmospheric Pollutants and Effects,Smoke
12149,Contaminated Water,Firefighting Run-Off
12649,Other Pollutant,Other
9295,Organic Chemicals/Products,Pesticides and Biocides
12182,Other Pollutant,Microbiological
7616,Organic Chemicals/Products,Pesticides and Biocides
12301,Atmospheric Pollutants and Effects,Dust
15508,Specific Waste Materials,Other Specific Waste Material
12839,Specific Waste Materials,Asbestos
15724,Pollutant Not Identified,Not Identified
16137,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
15511,Sewage Materials,Storm Sewage
14217,Sewage Materials,Storm Sewage
14308,Sewage Materials,Storm Sewage
16360,Agricultural Materials and Wastes,Fertiliser
14007,Specific Waste Materials,Asbestos
16340,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
16499,Sewage Materials,Grey Water
4260,Oils and Fuel,Kerosene and Aviation Fuel
4310,Atmospheric Pollutants and Effects,Chemical Odour
4316,Atmospheric Pollutants and Effects,Chemical Odour
4379,Atmospheric Pollutants and Effects,Chemical Odour
1494582,Sewage Materials,Crude Sewage
4394,Atmospheric Pollutants and Effects,Chemical Odour
4332,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
4404,Atmospheric Pollutants and Effects,Chemical Odour
4449,Atmospheric Pollutants and Effects,Chemical Odour
4614,Atmospheric Pollutants and Effects,Effects on Humans
4719,Contaminated Water,Firefighting Run-Off
4645,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
3521,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
4725,Organic Chemicals/Products,Other Organic Chemical or Product
3306,Atmospheric Pollutants and Effects,Chemical Odour
4882,Atmospheric Pollutants and Effects,Effects on Humans
4880,Atmospheric Pollutants and Effects,Chemical Odour
4886,Atmospheric Pollutants and Effects,Chemical Odour
4897,Atmospheric Pollutants and Effects,Chemical Odour
4901,Atmospheric Pollutants and Effects,Chemical Odour
4904,Atmospheric Pollutants and Effects,Chemical Odour
4905,Atmospheric Pollutants and Effects,Chemical Odour
4907,Atmospheric Pollutants and Effects,Chemical Odour
4910,Atmospheric Pollutants and Effects,Chemical Odour
4914,Atmospheric Pollutants and Effects,Chemical Odour
30930,Sewage Materials,Crude Sewage
27119,Pollutant Not Identified,Not Identified
31202,Organic Chemicals/Products,Hydrocarbons
29883,Specific Waste Materials,Contaminated Soil
35294,Pollutant Not Identified,Not Identified
35432,Sewage Materials,Crude Sewage
34451,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
34451,General Biodegradable Materials and Wastes,Natural Organic Material
33295,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
33154,Contaminated Water,Suspended Solids
34858,Organic Chemicals/Products,Hydrocarbons
35603,Agricultural Materials and Wastes,Slurry and Dilute Slurry
40192,Contaminated Water,Firefighting Run-Off
40081,Pollutant Not Identified,Not Identified
39935,Organic Chemicals/Products,Pesticides and Biocides
34192,Organic Chemicals/Products,Surfactants and Detergents
38602,Organic Chemicals/Products,Pesticides and Biocides
40205,Oils and Fuel,Gas and Fuel Oils
40423,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
40476,Other Pollutant,Other
37132,Oils and Fuel,Lubricating Oils
4491,Atmospheric Pollutants and Effects,Landfill Odour
2368,Atmospheric Pollutants and Effects,Landfill Odour
44376,Sewage Materials,Crude Sewage
44429,Agricultural Materials and Wastes,Other Agricultural Material or Waste
44265,Oils and Fuel,Diesel
44016,Inert Materials and Wastes,Soils and Clay
42930,Sewage Materials,Process Effluent
44190,Sewage Materials,Crude Sewage
44948,Specific Waste Materials,Household Waste
44948,Specific Waste Materials,Other Specific Waste Material
44723,Oils and Fuel,Gas and Fuel Oils
44962,Sewage Materials,Crude Sewage
16422,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
31490,Inorganic Chemicals/Products,Acids
31292,Atmospheric Pollutants and Effects,Smoke
31292,Contaminated Water,Firefighting Run-Off
31565,Specific Waste Materials,Household Waste
28819,Contaminated Water,Suspended Solids
27038,Inorganic Chemicals/Products,Acids
35890,Sewage Materials,Storm Sewage
33477,Inert Materials and Wastes,Mineral Materials and Wastes
35423,Sewage Materials,Crude Sewage
34915,Inorganic Chemicals/Products,Alkalis
34915,Inorganic Chemicals/Products,Heavy Metals
34979,Oils and Fuel,Mixed/Waste Oils
32371,Sewage Materials,Final Effluent
36199,Specific Waste Materials,Clinical Waste
45710,Oils and Fuel,Gas and Fuel Oils
41407,Agricultural Materials and Wastes,Slurry and Dilute Slurry
46149,Organic Chemicals/Products,Other Organic Chemical or Product
43124,Oils and Fuel,Mixed/Waste Oils
44868,Specific Waste Materials,Asbestos
33073,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
43728,Specific Waste Materials,Batteries
43728,Specific Waste Materials,Organic Chemical Wastes
43728,Specific Waste Materials,Tyres
43728,Specific Waste Materials,Vehicles and Vehicle Parts
40967,Sewage Materials,Crude Sewage
45286,Specific Waste Materials,Tyres
45368,Agricultural Materials and Wastes,Silage Liquors
45368,Agricultural Materials and Wastes,Slurry and Dilute Slurry
45008,Oils and Fuel,Gas and Fuel Oils
45349,General Biodegradable Materials and Wastes,Food and Drink
45457,Sewage Materials,Crude Sewage
44232,General Biodegradable Materials and Wastes,Other Animal Matter
45475,Sewage Materials,Crude Sewage
45083,Oils and Fuel,Gas and Fuel Oils
44306,Sewage Materials,Crude Sewage
45419,Sewage Materials,Crude Sewage
45370,Agricultural Materials and Wastes,Slurry and Dilute Slurry
12165,Oils and Fuel,Gas and Fuel Oils
44266,General Biodegradable Materials and Wastes,Food and Drink
45479,Oils and Fuel,Other Oil or Fuel
38417,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
19848,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
37840,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
13442,Oils and Fuel,Gas and Fuel Oils
30279,Agricultural Materials and Wastes,Carcasses
30279,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
30279,Specific Waste Materials,Asbestos
38883,Oils and Fuel,Diesel
40745,Agricultural Materials and Wastes,Silage Liquors
40745,Agricultural Materials and Wastes,Slurry and Dilute Slurry
35656,Agricultural Materials and Wastes,Slurry and Dilute Slurry
44389,Oils and Fuel,Other Oil or Fuel
33369,Specific Waste Materials,Tyres
45082,Oils and Fuel,Gas and Fuel Oils
39396,Agricultural Materials and Wastes,Slurry and Dilute Slurry
41079,Agricultural Materials and Wastes,Slurry and Dilute Slurry
46337,Specific Waste Materials,Other Specific Waste Material
46774,Sewage Materials,Crude Sewage
44026,Agricultural Materials and Wastes,Slurry and Dilute Slurry
42018,Agricultural Materials and Wastes,Slurry and Dilute Slurry
46438,Oils and Fuel,Gas and Fuel Oils
43171,Oils and Fuel,Gas and Fuel Oils
46915,Organic Chemicals/Products,Phenols and Creosote
46915,Other Pollutant,Other
46923,Atmospheric Pollutants and Effects,Landfill Odour
46861,Atmospheric Pollutants and Effects,Smoke
46861,Oils and Fuel,Mixed/Waste Oils
45912,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
45912,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
45500,Atmospheric Pollutants and Effects,Smoke
45500,Contaminated Water,Firefighting Run-Off
46918,Inert Materials and Wastes,Mineral Materials and Wastes
45142,Oils and Fuel,Gas and Fuel Oils
47255,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
47806,Atmospheric Pollutants and Effects,Smoke
42329,Sewage Materials,Crude Sewage
47738,Inert Materials and Wastes,Soils and Clay
47360,Sewage Materials,Crude Sewage
47367,Contaminated Water,Firefighting Run-Off
47138,Specific Waste Materials,Household Waste
46922,Atmospheric Pollutants and Effects,Smoke
46457,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
